Symbol,Description                                   ,Stock Exchange
FORD,Forward Industries                            ,NYSE
FORM,Formfactor                                    ,NYSE
FORR,Forrester Research                            ,NYSE
FORTY,Formula Systems Ltd                           ,NYSE
FOSL,Fossil Inc                                    ,NYSE
FOX,21St Century Fox Class B                      ,NYSE
FOXA,21St Century Fox Class A                      ,NYSE
FOXF,Fox Factory Holding Corp                      ,NYSE
FPRX,Five Prime Therapeutics Inc                   ,NYSE
FPXI,First Trust International Ipo E               ,NYSE
FRAN,Francesca's Holdings Corporatio               ,NYSE
FRBA,First Bank [Nj]                               ,NYSE
FRBK,Republic First Bancorp                        ,NYSE
FRED,Fred's Inc                                    ,NYSE
FREE,Freeseas Inc                                  ,NYSE
FRGI,Fiesta Restaurant Group Inc                   ,NYSE
FRME,First Merchants Corp                          ,NYSE
FRP,Fairpoint Communications                      ,NYSE
FRPH,Frp Holdings Inc.                             ,NYSE
FRPT,Freshpet Inc.                                 ,NYSE
FRSH,Papa Murphys Holdings Inc.                    ,NYSE
FSAM,Fifth Street Asset Management I               ,NYSE
FSBK,First South Bancorp Inc                       ,NYSE
FSBW,FS Bancorp Inc                                ,NYSE
FSC,Fifth Street Finance Corp                     ,NYSE
FSCFL,Fifth Street Finance Corp                     ,NYSE
FSFG,First Savings Financial Group                 ,NYSE
FSFR,Fifth Street Senior Floating Ra               ,NYSE
FSGI,First Security Group                          ,NYSE
FSLR,First Solar                                   ,NYSE
FSNN,Fusion Telecom Intl                           ,NYSE
FSRV,Firstservice Corp                             ,NYSE
FSTR,L.B. Foster Company                           ,NYSE
FSYS,Fuel Systems Solutions                        ,NYSE
FTCS,Strategic Value Index First Trust             ,NYSE
FTD,Ftd Companies Inc                             ,NYSE
FTEK,Fuel Tech                                     ,NYSE
FTGC,First Trust Global Tact Commodity Strategy    ,NYSE
FTHI,First Trust High Income ETF                   ,NYSE
FTLB,First Trust Low Beta Income ETF               ,NYSE
FTNT,Fortinet Inc                                  ,NYSE
FTR,Frontier Communications Corp                  ,NYSE
FTSL,First Trust Senior Loan Fund Et               ,NYSE
FTSM,First Trust Enhanced Short Matu               ,NYSE
FUEL,Rocket Fuel Inc.                              ,NYSE
FULL,Full Circle Capital Corp                      ,NYSE
FULLL,Full Circle Capital Corp                      ,NYSE
FULT,Fulton Financial Corp                         ,NYSE
FUNC,First United Corp                             ,NYSE
FUND,Royce Focus Trust                             ,NYSE
FV,First Trust Dorsey Wright Focus               ,NYSE
FWM,Fairway Group Holdings Corp                   ,NYSE
FWP,Forward Pharma A/S                            ,NYSE
FWRD,Forward Air Corp                              ,NYSE
FXCB,Fox Chase Bancorp                             ,NYSE
FXEN,FX Energy                                     ,NYSE
FXENP,FX Energy Inc.                                ,NYSE
GABC,German American Bancorp                       ,NYSE
GAI,Global-Tech Advanced Innovations Inc          ,NYSE
GAIA,Gaiam Inc                                     ,NYSE
GAIN,Gladstone Investment Corp                     ,NYSE
GAINO,Gladstone Invt Corp                           ,NYSE
GAINP,Gladstone Investment Corporatio               ,NYSE
GALE,Galena Biopharma                              ,NYSE
GALT,Galectin Therapeutics Inc                     ,NYSE
GALTU,Galectin Therapeutics Inc                     ,NYSE
GALTW,Galectin Therapeutics Inc                     ,NYSE
GAME,Shanda Games Limited                          ,NYSE
GARS,Garrison Capital Inc                          ,NYSE
GASS,Stealthgas                                    ,NYSE
GBCI,Glacier Bancorp                               ,NYSE
GBDC,Golub Capital Bdc                             ,NYSE
GBIM,Globeimmune Inc                               ,NYSE
GBLI,Global Indemnity Plc                          ,NYSE
GBNK,Guaranty Bancorp                              ,NYSE
GBSN,Great Basin Scientific Inc.                   ,NYSE
GCBC,Greene County Bancorp                         ,NYSE
GCVRZ,Sanofi-Aventis Cvr                            ,NYSE
GDEF,Global Defense & National Secur               ,NYSE
GENC,Gencor Industries Inc                         ,NYSE
GENE,Genetic Technologies Ltd                      ,NYSE
GEOS,Oyo Geospace Corp                             ,NYSE
GERN,Geron Corp                                    ,NYSE
GEVA,Synageva Biopharma Corp                       ,NYSE
GEVO,Gevo Inc                                      ,NYSE
GFED,Guaranty Federal Bancshares                   ,NYSE
GFN,General Finance Corp                          ,NYSE
GFNCP,General Financial                             ,NYSE
GFNSL,General Finance Corporation                   ,NYSE
GGAC,Garnero Group Acquisition Compa               ,NYSE
GGACR,Garnero Group Acquisition Compa               ,NYSE
GGACU,Garnero Group Acquisition Compa               ,NYSE
GGACW,Garnero Group Acquisition Compa               ,NYSE
GGAL,Grupo Financiero Galicia S.A.                 ,NYSE
GHDX,Genomic Health                                ,NYSE
GIFI,Gulf Island Fabrication                       ,NYSE
GIGA,Giga-Tronics Inc                              ,NYSE
GIGM,Gigamedia Limited                             ,NYSE
GIII,G-III Apparel Group                           ,NYSE
GILD,Gilead Sciences                               ,NYSE
GILT,Gilat Satellite Networks Ltd                  ,NYSE
GK,G&K Services                                  ,NYSE
GKNT,Geeknet Inc                                   ,NYSE
GLAD,Gladstone Capital Corp                        ,NYSE
GLADO,Gladstone Capital Corporation                 ,NYSE
GLBS,Globus Maritime Limited                       ,NYSE
GLBZ,Glen Burnie Bancorp                           ,NYSE
GLDC,Golden Enterprises                            ,NYSE
GLDD,Great Lakes Dredge & Dock Corp                ,NYSE
GLDI,Credit Suisse Ag                              ,NYSE
GLMD,Galmed Pharmaceuticals Ltd.                   ,NYSE
GLNG,Golar Lng Limited                             ,NYSE
GLPI,Gaming and Leisure Properties                 ,NYSE
GLRE,Greenlight Capital Re                         ,NYSE
GLRI,Glori Energy Inc.                             ,NYSE
GLUU,Glu Mobile Inc                                ,NYSE
GLYC,Glycomimetics Inc                             ,NYSE
GMAN,Gordmans Stores                               ,NYSE
GMCR,Keurig Green Mountain Inc.                    ,NYSE
GMLP,Golar Lng Partners LP                         ,NYSE
GNBC,Green Bancorp Inc.                            ,NYSE
GNCA,Genocea Biosciences Inc.                      ,NYSE
GNCMA,General Communication                         ,NYSE
GNMA,GNMA Bond Ishares                             ,NYSE
GNMK,Genmark Diagnostics                           ,NYSE
GNTX,Gentex Corp                                   ,NYSE
GNVC,Genvec Inc                                    ,NYSE
GOGL,Golden Ocean Group Limited                    ,NYSE
GOGO,Gogo Inc                                      ,NYSE
GOLD,Randgold Resources Limited                    ,NYSE
GOMO,Sungy Mobile Limited                          ,NYSE
GOOD,Gladstone Commercial Corp                     ,NYSE
GOODN,Gladstone Commercial Corporatio               ,NYSE
GOODO,Gladstone Commercial Corp                     ,NYSE
GOODP,Gladstone Commercial Corp                     ,NYSE
GOOG,Google Inc Class C                            ,NYSE
GOOGL,Google Inc                                    ,NYSE
GPIC,Gaming Partners International Corp            ,NYSE
GPOR,Gulfport Energy Corp                          ,NYSE
GPRE,Green Plains Renewable Energy                 ,NYSE
GPRO,Gopro Inc.                                    ,NYSE
GRBK,Green Brick Partners Inc.                     ,NYSE
GRFS,Grifols S.A.                                  ,NYSE
GRID,Nasdaq Clean Edge Smart Grid First Trust      ,NYSE
GRIF,Griffin Land & Nurseries                      ,NYSE
GRMN,Garmin Ltd                                    ,NYSE
GROW,U.S. Global Investors                         ,NYSE
GRPN,Groupon Inc                                   ,NYSE
GRVY,Gravity Co.                                   ,NYSE
GSBC,Great Southern Bancorp                        ,NYSE
GSIG,Gsi Group Inc                                 ,NYSE
GSIT,Gsi Technology                                ,NYSE
GSM,Globe Specialty Metals Inc                    ,NYSE
GSOL,Global Sources Ltd                            ,NYSE
GSVC,Next Innovation Corp                          ,NYSE
GT,Goodyear Tire & Rubber Company                ,NYSE
GTIM,Good Times Restaurants Inc                    ,NYSE
GTLS,Chart Industries                              ,NYSE
GTWN,Georgetown Bancp Ma                           ,NYSE
GTXI,GTX Inc                                       ,NYSE
GUID,Guidance Software                             ,NYSE
GULF,Middle East Dividend Wisdomtree               ,NYSE
GULTU,Gulf Coast Ultra                              ,NYSE
GURE,Gulf Resources                                ,NYSE
GWGH,Gwg Holdings Inc.                             ,NYSE
GWPH,Gw Pharmaceuticals Plc Ads                    ,NYSE
GYRO,Gyrodyne Company of America                   ,NYSE
HA,Hawaiian Holdings                             ,NYSE
HABT,The Habit Restaurants Inc.                    ,NYSE
HAFC,Hanmi Financial Corp                          ,NYSE
HAIN,Hain Celestial Group                          ,NYSE
HALL,Hallmark Financial Services                   ,NYSE
HALO,Halozyme Therapeutics                         ,NYSE
HART,Harvard Apparatus Regenerative                ,NYSE
HAS,Hasbro Inc                                    ,NYSE
HAWK,Blackhawk Network Holdings Inc                ,NYSE
HAWKB,Blackhawk Network Holdings Inc                ,NYSE
HAYN,Haynes International                          ,NYSE
HBAN,Huntington Bancshares Inc                     ,NYSE
HBANP,Huntington Bancshares Inc                     ,NYSE
HBCP,Home Bancorp                                  ,NYSE
HBHC,Hancock Holding Company                       ,NYSE
HBIO,Harvard Bioscience                            ,NYSE
HBK,Hamilton Bancorp Inc                          ,NYSE
HBMD,Howard Bancorp MD                             ,NYSE
HBNC,Horizon Bancorp [In]                          ,NYSE
HBNK,Hampden Bancorp                               ,NYSE
HBOS,Heritage Financial Group                      ,NYSE
HBP,Huttig Bldg Products                          ,NYSE
HCAP,Harvest Capital Credit Corporat               ,NYSE
HCBK,Hudson City Bancorp                           ,NYSE
HCCI,Heritage-Crystal Clean                        ,NYSE
HCKT,The Hackett Group                             ,NYSE
HCOM,Hawaiian Telcom Hold                          ,NYSE
HCSG,Healthcare Services Group                     ,NYSE
HDNG,Hardinge Inc                                  ,NYSE
HDP,Hortonworks Inc.                              ,NYSE
HDRA,Hydra Industries Acquisition Co               ,NYSE
HDRAR,Hydra Industries Acquisition Co               ,NYSE
HDRAU,Hydra Industries Acquisition Co               ,NYSE
HDRAW,Hydra Industries Acquisition Co               ,NYSE
HDS,HD Supply Holdings Inc                        ,NYSE
HDSN,Hudson Technologies                           ,NYSE
HEAR,Parametric Sound Corp.                        ,NYSE
HEES,H&E Equipment Services                        ,NYSE
HELE,Helen of Troy Limited                         ,NYSE
HEOP,Heritage Oaks Bancorp                         ,NYSE
HERO,Hercules Offshore                             ,NYSE
HFBC,Hopfed Bancorp                                ,NYSE
HFBL,Home Federal Bancorp Inc. of Louisiana        ,NYSE
HFFC,HF Financial                                  ,NYSE
HFWA,Heritage Financial Corp                       ,NYSE
HGSH,China Hgs Real Estate                         ,NYSE
HIBB,Hibbett Sports                                ,NYSE
HIFS,Hingham Institution For Savings               ,NYSE
HIHO,Highway Holdings                              ,NYSE
HIIQ,Health Insurance Innovations I                ,NYSE
HILL,Dot Hill Systems Corp                         ,NYSE
HIMX,Himax Technologies                            ,NYSE
HKTV,Hong Kong Television Network Ltd. Ads         ,NYSE
HLIT,Harmonic Inc                                  ,NYSE
HLSS,Home Loan Servicing Solutions                 ,NYSE
HMHC,Houghton Mifflin Harcourt C                   ,NYSE
HMIN,Homeinns Hotel Group                          ,NYSE
HMNF,Hmn Financial                                 ,NYSE
HMNY,Helios & Matheson North America Inc           ,NYSE
HMPR,Hampton Roads Bankshares Inc                  ,NYSE
HMST,Homestreet Inc                                ,NYSE
HMSY,Hms Holdings Corp                             ,NYSE
HMTV,Hemisphere Media                              ,NYSE
HNH,Handy & Harman Ltd                            ,NYSE
HNNA,Hennessy Advisors                             ,NYSE
HNRG,Hallador Energy Company                       ,NYSE
HNSN,Hansen Medical                                ,NYSE
HOFT,Hooker Furniture Corp                         ,NYSE
HOLI,Hollysys Automation Technologies              ,NYSE
HOLX,Hologic Inc                                   ,NYSE
HOMB,Home Bancshares                               ,NYSE
HOTR,Chanticleer Holdings Inc                      ,NYSE
HOTRW,Chanticleer Holdings Inc                      ,NYSE
HOVNP,Hovnanian Enterprises Inc                     ,NYSE
HPJ,Hong Kong Highpower Technology                ,NYSE
HPTX,Hyperion Therapeutics Inc                     ,NYSE
HQCL,Hanwha Q Cells Co. Ltd                        ,NYSE
HQY,Healthequity Inc.                             ,NYSE
HRMNU,Harmony Merger Corp.                          ,NYSE
HRTX,Heron Therapeutics Inc.                       ,NYSE
HRZN,Horizon Technology Finance Corp               ,NYSE
HSGX,Histogenics Corporation                       ,NYSE
HSIC,Henry Schein                                  ,NYSE
HSII,Heidrick & Struggles International            ,NYSE
HSKA,Heska Corp                                    ,NYSE
HSNI,HSN Inc                                       ,NYSE
HSON,Hudson Global Inc                             ,NYSE
HSTM,Healthstream Inc                              ,NYSE
HTBI,Hometrust Bancshares Inc                      ,NYSE
HTBK,Heritage Commerce Corp                        ,NYSE
HTBX,Heat Biologics Inc                            ,NYSE
HTCH,Hutchinson Technology Inc                     ,NYSE
HTHT,China Lodging Group Limited                   ,NYSE
HTLD,Heartland Express                             ,NYSE
HTLF,Heartland Financial USA                       ,NYSE
HTWO,Hf2 Financial Management Inc                  ,NYSE
HTWR,Heartware International                       ,NYSE
HUBG,Hub Group                                     ,NYSE
HURC,Hurco Companies                               ,NYSE
HURN,Huron Consulting Group Inc                    ,NYSE
HWAY,Healthways Inc                                ,NYSE
HWBK,Hawthorn Bancshares                           ,NYSE
HWCC,Houston Wire & Cable Company                  ,NYSE
HWKN,Hawkins Inc                                   ,NYSE
HYGS,Hydrogenics Corp                              ,NYSE
HYLS,First Trust High Yield Long/Sho               ,NYSE
HYND,Wisdomtree Bofa Merrill Lynch H               ,NYSE
HYZD,Wisdomtree Bofa Merrill Lynch H               ,NYSE
HZNP,Horizon Pharma Inc                            ,NYSE
IACI,Iac/Interactivecorp                           ,NYSE
IART,Integra Lifesciences Holdings Corp            ,NYSE
IBB,Nasdaq Biotechnology Ishares                  ,NYSE
IBCP,Independent Bank Corp                         ,NYSE
IBKC,Iberiabank Corp                               ,NYSE
IBKR,Interactive Brokers Group                     ,NYSE
IBOC,International Bancshares Corp                 ,NYSE
IBTX,Independent Bank Group Inc                    ,NYSE
ICAD,Icad Inc                                      ,NYSE
ICBK,County Bancorp Inc.                           ,NYSE
ICCC,Immucell Corp                                 ,NYSE
ICEL,Cellular Dynamics International               ,NYSE
ICFI,Icf International                             ,NYSE
ICLD,Intercloud Systems Inc                        ,NYSE
ICLDW,Intercloud Systems Inc                        ,NYSE
ICLN,S&P Global Clean Energy Index Ishares         ,NYSE
ICLR,Icon Plc                                      ,NYSE
ICON,Iconix Brand Group                            ,NYSE
ICPT,Intercept Pharmaceuticals Inc                 ,NYSE
ICUI,Icu Medical                                   ,NYSE
IDCC,Interdigital                                  ,NYSE
IDRA,Idera Pharmaceuticals                         ,NYSE
IDSA,Industrial Services of America                ,NYSE
IDSY,I.D. Systems                                  ,NYSE
IDTI,Integrated Device Technology                  ,NYSE
IDXX,Idexx Laboratories                            ,NYSE
IEP,Icahn Enterprises L.P.                        ,NYSE
IESC,Integrated Electrical Services                ,NYSE
IEUS,Ishares Trust                                 ,NYSE
IFAS,FTSE Epra/Nareit Dev Asia Idx Ishares         ,NYSE
IFEU,FTSE Epra/Nareit Dev EU Idx Ishares           ,NYSE
IFGL,FTSE Epra/Nareit Dev Re Ex-US Ishares         ,NYSE
IFNA,FTSE Epra/Nareit North America Ishares        ,NYSE
IFON,Infosonics Corp                               ,NYSE
IFV,First Trust Dorsey Wright Inter               ,NYSE
IGLD,Internet Gold Golden Lines Ltd                ,NYSE
IGOV,S&P/Citi Intl Treasury Bond Ishares           ,NYSE
IGTE,Igate Corp                                    ,NYSE
III,Information Services Group                    ,NYSE
IIIN,Insteel Industries                            ,NYSE
IIJI,Internet Initiative Japan                     ,NYSE
IILG,Interval Leisure Group                        ,NYSE
IIN,Intricon Corp                                 ,NYSE
IIVI,Ii-Vi Inc                                     ,NYSE
IKAN,Ikanos Communications                         ,NYSE
IKGH,Iao Kun Group Holding Co.                     ,NYSE
IKNX,Ikonics Corp                                  ,NYSE
ILMN,Illumina Inc                                  ,NYSE
IMDZ,Immune Design Corp.                           ,NYSE
IMGN,Immunogen                                     ,NYSE
IMI,Intermolecular Inc                            ,NYSE
IMKTA,Ingles Markets Inc                            ,NYSE
IMMR,Immersion Corp                                ,NYSE
IMMU,Immunomedics                                  ,NYSE
IMMY,Imprimis Pharmaceuticals Inc                  ,NYSE
IMNP,Immune Pharmaceuticals Inc.                   ,NYSE
IMOS,Chipmos Technologies [Bermuda] Ltd            ,NYSE
IMRS,Imris Inc                                     ,NYSE
INAP,Internap Network Services Corp                ,NYSE
INBK,First Internet Bancorp                        ,NYSE
INCR,Inc Research Holdings Inc.                    ,NYSE
INCY,Incyte Corp                                   ,NYSE
INDB,Independent Bank                              ,NYSE
INDY,S&P India Nifty 50 Index Ishares              ,NYSE
INFA,Informatica Corp                              ,NYSE
INFI,Infinity Pharmaceuticals                      ,NYSE
INFN,Infinera Corp                                 ,NYSE
INGN,Inogen Inc                                    ,NYSE
ININ,Interactive Intelligence                      ,NYSE
INNL,Innocoll Ag                                   ,NYSE
INO,Inovio Pharmaceuticals                        ,NYSE
INOD,Innodata Isogen Inc                           ,NYSE
INOV,Inovalon Holdings Inc.                        ,NYSE
INPH,Interphase Corp                               ,NYSE
INSM,Insmed Inc                                    ,NYSE
INSY,Insys Therapeutics Inc                        ,NYSE
INTC,Intel Corp                                    ,NYSE
INTG,The Intergroup Corp                           ,NYSE
INTL,Intl Fcstone Inc                              ,NYSE
INTLL,Intl Fcstone Inc                              ,NYSE
INTU,Intuit Inc                                    ,NYSE
INTX,Intersections                                 ,NYSE
INVE,Identive Group                                ,NYSE
INVT,Inventergy Global Inc.                        ,NYSE
INWK,Innerworkings                                 ,NYSE
IOSP,Innospec Inc                                  ,NYSE
IPAR,Inter Parfums                                 ,NYSE
IPAS,Ipass Inc                                     ,NYSE
IPCC,Infinity Property and Casualty Corp           ,NYSE
IPCI,Intellipharmaceutics International Inc        ,NYSE
IPCM,IPC The Hospitalist Company                   ,NYSE
IPDN,Professional Diversity Network                ,NYSE
IPGP,Ipg Photonics Corp                            ,NYSE
IPHS,Innophos Holdings                             ,NYSE
IPKW,Powershares International Buyba               ,NYSE
IPWR,Ideal Power Inc.                              ,NYSE
IPXL,Impax Laboratories                            ,NYSE
IQNT,Inteliquent Inc.                              ,NYSE
IRBT,Irobot Corp                                   ,NYSE
IRCP,Irsa Propiedades Comerciales S.A.             ,NYSE
IRDM,Iridium Communications Inc                    ,NYSE
IRDMB,Iridium Communications Inc.                   ,NYSE
IRG,Ignite Restaurant Group Inc                   ,NYSE
IRIX,Iridex Corp                                   ,NYSE
IRMD,Iradimed Corporation                          ,NYSE
IROQ,If Bancorp Inc                                ,NYSE
IRWD,Ironwood Pharmaceuticals                      ,NYSE
ISBC,Investors Bancorp                             ,NYSE
ISCA,International Speedway Corp                   ,NYSE
ISHG,S&P/Citi 1-3 Yr Intl Treasury Bd Ishares      ,NYSE
ISIG,Insignia Systems                              ,NYSE
ISIL,Intersil Corp                                 ,NYSE
ISIS,Isis Pharmaceuticals                          ,NYSE
ISLE,Isle of Capri Casinos                         ,NYSE
ISM,SLM Corp                                      ,NYSE
ISNS,Image Sensing Systems                         ,NYSE
ISRG,Intuitive Surgical                            ,NYSE
ISRL,Isramco Inc                                   ,NYSE
ISSC,Innovative Solutions and Support              ,NYSE
ISSI,Integrated Silicon Solution                   ,NYSE
ISTR,Investar Holding Corp                         ,NYSE
ITCI,Intra-Cellular Ther                           ,NYSE
ITEK,Inotek Pharmaceuticals Corporation            ,NYSE
ITIC,Investors Title Company                       ,NYSE
ITRI,Itron Inc                                     ,NYSE
ITRN,Ituran Location and Control Ltd               ,NYSE
IVAC,Intevac Inc                                   ,NYSE
IXYS,Ixys Corp                                     ,NYSE
JACK,Jack In The Box Inc                           ,NYSE
JAKK,Jakks Pacific                                 ,NYSE
JASN,Jason Industries Inc.                         ,NYSE
JASNW,Jason Industries Inc.                         ,NYSE
JASO,JA Solar Holdings Co.                         ,NYSE
JAXB,Jacksonville Bancorp                          ,NYSE
JAZZ,Jazz Pharmaceuticals                          ,NYSE
JBHT,J.B. Hunt Transport Services                  ,NYSE
JBLU,Jetblue Airways Corp                          ,NYSE
JBSS,John B. Sanfilippo & Son                      ,NYSE
JCOM,J2 Global Communications Inc                  ,NYSE
JCS,Communications Systems                        ,NYSE
JCTCF,Jewett-Cameron Trading Company                ,NYSE
JD,Jd.Com Inc.                                   ,NYSE
JDSU,Jds Uniphase Corp                             ,NYSE
JGBB,Wisdomtree Japan Interest Rate                ,NYSE
JIVE,Jive Software Inc                             ,NYSE
JJSF,J & J Snack Foods                             ,NYSE
JKHY,Jack Henry & Associates                       ,NYSE
JMBA,Jamba Inc                                     ,NYSE
JNP,Juniper Pharmaceuticals Inc.                  ,NYSE
JOBS,51Job Inc                                     ,NYSE
JOEZ,Joe's Jeans Inc                               ,NYSE
JOUT,Johnson Outdoors Inc                          ,NYSE
JRJC,China Finance Online Co. Limited              ,NYSE
JRVR,James River Group Holdings Ltd                ,NYSE
JSM,SLM Corp                                      ,NYSE
JST,Jinpan International Limited                  ,NYSE
JTPY,Jetpay Corp                                   ,NYSE
JUNO,Juno Therapeutics Inc.                        ,NYSE
JVA,Coffee Holding Co.                            ,NYSE
JXSB,Jacksonville Bancorp Inc                      ,NYSE
JYNT,The Joint Corp.                               ,NYSE
KALU,Kaiser Aluminum Corp                          ,NYSE
KANG,Ikang Healthcare Group Inc.                   ,NYSE
KBAL,Kimball International Inc.                    ,NYSE
KBIO,Kalobios Pharmaceuticals Inc                  ,NYSE
KBSF,Kbs Fashion Group Limited                     ,NYSE
KCAP,Kohlberg Capital Corp                         ,NYSE
KCLI,Kansas City Life Insurance Company            ,NYSE
KE,Kimball Electronics Inc.                      ,NYSE
KELYA,Kelly Services                                ,NYSE
KEQU,Kewaunee Scientific Corp                      ,NYSE
KERX,Keryx Biopharmaceuticals                      ,NYSE
KEYW,The Keyw Holding Corp                         ,NYSE
KFFB,Kentucky First Federal Bancorp                ,NYSE
KFRC,Kforce Inc                                    ,NYSE
KFX,Kofax Ltd.                                    ,NYSE
KGJI,Kingold Jewelry Inc                           ,NYSE
KIN,Kindred Biosciences Inc.                      ,NYSE
KINS,Kingstone Companies Inc                       ,NYSE
KIRK,Kirkland's Inc                                ,NYSE
KITE,Kite Pharma Inc.                              ,NYSE
KLAC,Kla-Tencor Corp                               ,NYSE
KLIC,Kulicke and Soffa Industries                  ,NYSE
KLXI,Klx Inc.                                      ,NYSE
KMDA,Kamada Ltd                                    ,NYSE
KNDI,Kandi Technolgies                             ,NYSE
KONA,Kona Grill                                    ,NYSE
KONE,Kingtone Wirelessinfo Solution                ,NYSE
KOOL,Thermogenesis                                 ,NYSE
KOPN,Kopin Corp                                    ,NYSE
KOSS,Koss Corp                                     ,NYSE
KPTI,Karyopharm Therapeutics Inc                   ,NYSE
KRFT,Kraft Foods Group Inc                         ,NYSE
KRNT,Kornit Digital Ltd.                           ,NYSE
KRNY,Kearny Financial                              ,NYSE
KTCC,Key Tronic Corp                               ,NYSE
KTEC,Key Technology                                ,NYSE
KTOS,Kratos Defense & Security Solutions           ,NYSE
KTWO,K2M Group Holdings Inc.                       ,NYSE
KUTV,Ku6 Media Co.                                 ,NYSE
KVHI,Kvh Industries                                ,NYSE
KWEB,Kraneshares Csi China Internet                ,NYSE
KYTH,Kythera Biopharmaceuticals Inc                ,NYSE
KZ,Kongzhong Corporation                         ,NYSE
LABC,Louisiana Bancorp                             ,NYSE
LABL,Multi-Color Corp                              ,NYSE
LACO,Lakes Entertainment                           ,NYSE
LAKE,Lakeland Industries                           ,NYSE
LALT,Powershares Actively Managed Ex               ,NYSE
LAMR,Lamar Advertising Company                     ,NYSE
LANC,Lancaster Colony Corp                         ,NYSE
LAND,Gladstone Land Corp                           ,NYSE
LARK,Landmark Bancorp Inc                          ,NYSE
LAWS,Lawson Products                               ,NYSE
LAYN,Layne Christensen Company                     ,NYSE
LBAI,Lakeland Bancorp                              ,NYSE
LBIO,Lion Biotechnologies Inc.                     ,NYSE
LBIX,Leading Brands Inc                            ,NYSE
LBRDA,Liberty Broadband Corporation                 ,NYSE
LBRDK,Liberty Broadband Corporation                 ,NYSE
LBTYA,Liberty Global                                ,NYSE
LBTYB,Liberty Global                                ,NYSE
LBTYK,Liberty Global                                ,NYSE
LCNB,Lcnb Corp                                     ,NYSE
LCUT,Lifetime Brands                               ,NYSE
LDRH,Ldr Holding Corp                              ,NYSE
LDRI,Powershares Ladderrite 0-5 Year               ,NYSE
LE,Lands' End Inc.                               ,NYSE
LECO,Lincoln Electric Holdings                     ,NYSE
LEDS,Semileds Corp                                 ,NYSE
LENS,Presbia Plc                                   ,NYSE
LEVY,Levy Acquisition Corp.                        ,NYSE
LEVYU,Levy Acquisition Corp                         ,NYSE
LEVYW,Levy Acquisition Corp.                        ,NYSE
LFUS,Littelfuse                                    ,NYSE
LFVN,Lifevantage Corp                              ,NYSE
LGCY,Legacy Reserves LP                            ,NYSE
LGCYO,Legacy Resvs LP                               ,NYSE
LGCYP,Legacy Reserves LP                            ,NYSE
LGIH,LGI Homes Inc                                 ,NYSE
LGND,Ligand Pharmaceuticals Inc                    ,NYSE
LHCG,LHC Group                                     ,NYSE
LIME,Lime Energy Co.                               ,NYSE
LINC,Lincoln Educational Services Corp             ,NYSE
LINE,Linn Energy Llc                               ,NYSE
LION,Fidelity Southern Corp                        ,NYSE
LIOX,Lionbridge Technologies                       ,NYSE
LIQD,Liquid Holdings Group Inc                     ,NYSE
LIVE,Livedeal Inc                                  ,NYSE
LJPC,La Jolla Pharma                               ,NYSE
LKFN,Lakeland Financial Corp                       ,NYSE
LKQ,LKQ Corp                                      ,NYSE
LLEX,Lilis Energy Inc.                             ,NYSE
LLNW,Limelight Networks                            ,NYSE
LLTC,Linear Technology Corp                        ,NYSE
LMAT,Lemaitre Vascular                             ,NYSE
LMBS,First Trust Low Duration Mortga               ,NYSE
LMCA,Liberty Media Corp. Series A                  ,NYSE
LMCB,Liberty Media Corp                            ,NYSE
LMCK,Liberty Media Corporation                     ,NYSE
LMIA,LMI Aerospace                                 ,NYSE
LMNR,Limoneira Co                                  ,NYSE
LMNS,Lumenis Ltd                                   ,NYSE
LMNX,Luminex Cor                                   ,NYSE
LMOS,Lumos Networks Corp                           ,NYSE
LMRK,Landmark Infrastructure Partner               ,NYSE
LNBB,LNB Bancorp                                   ,NYSE
LNCE,Snyder's Lance Inc                            ,NYSE
LNCO,Linn Co Llc                                   ,NYSE
LNDC,Landec Corp                                   ,NYSE
LOAN,Manhattan Bridge Capital Inc                  ,NYSE
LOCM,Local Corp                                    ,NYSE
LOCO,El Pollo Loco Holdings Inc.                   ,NYSE
LOGI,Logitech International S.A.                   ,NYSE
LOGM,Logmein Inc                                   ,NYSE
LOJN,Lojack Corp                                   ,NYSE
LONG,Elong Inc                                     ,NYSE
LOOK,Looksmart Ltd                                 ,NYSE
LOPE,Grand Canyon Education                        ,NYSE
LORL,Loral Space and Communications                ,NYSE
LOXO,Loxo Oncology Inc.                            ,NYSE
LPCN,Lipocine Inc                                  ,NYSE
LPHI,Life Partners Holdings Inc                    ,NYSE
LPLA,Lpl Investment Holdings Inc                   ,NYSE
LPNT,Lifepoint Hospitals                           ,NYSE
LPSB,Laporte Bancorp                               ,NYSE
LPSN,Liveperson Inc                                ,NYSE
LPTH,Lightpath Technologies                        ,NYSE
LPTN,Lpath Inc                                     ,NYSE
LQDT,Liquidity Services                            ,NYSE
LRAD,Lrad Corp                                     ,NYSE
LRCX,Lam Research Corp                             ,NYSE
LSBK,Lake Shore Bancorp                            ,NYSE
LSCC,Lattice Semiconductor Corp                    ,NYSE
LSTR,Landstar System                               ,NYSE
LTBR,Lightbridge Corp                              ,NYSE
LTRE,Learning Tree International                   ,NYSE
LTRPA,Liberty Tripadvisor Holdings I                ,NYSE
LTRPB,Liberty Tripadvisor Holdings I                ,NYSE
LTRX,Lantronix Inc                                 ,NYSE
LTXB,Legacytexas Financial Group Inc.              ,NYSE
